record_id,device_id,session_id,step_in_session,timestamp,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,vibration_rms_g,temperature_c,fault_level,fault_name,severity_score
3530,DC_Mini_Motor_01,12,121,2026-05-02 02:29:15,-0.4434,0.0123,0.9012,3.704,-2.979,2.13,0.435,38.68,4,WATCH,1
3531,DC_Mini_Motor_01,12,122,2026-05-02 02:29:30,0.4413,0.0136,1.146,4.371,0.617,-1.928,0.4552,38.32,4,WATCH,1
3532,DC_Mini_Motor_01,12,123,2026-05-02 02:29:45,-0.0204,0.1959,0.5889,-0.603,-1.75,-1.971,0.4484,39.25,4,WATCH,1
3533,DC_Mini_Motor_01,12,124,2026-05-02 02:30:00,0.2802,0.2313,1.292,-0.021,2.405,4.359,0.47,37.99,4,WATCH,1
3534,DC_Mini_Motor_01,12,125,2026-05-02 02:30:15,0.0205,0.0006,1.4632,1.386,-1.178,1.053,0.4626,38.97,4,WATCH,1
3535,DC_Mini_Motor_01,12,126,2026-05-02 02:30:30,-0.043,-0.0883,1.4691,-3.059,-1.434,-0.383,0.4863,38.74,4,WATCH,1
3536,DC_Mini_Motor_01,12,127,2026-05-02 02:30:45,-0.1236,-0.0699,0.5591,0.098,0.104,1.423,0.4631,39.19,4,WATCH,1
3537,DC_Mini_Motor_01,12,128,2026-05-02 02:31:00,0.0737,-0.0787,0.5474,-2.731,0.417,-0.961,0.4621,39.31,4,WATCH,1
3538,DC_Mini_Motor_01,12,129,2026-05-02 02:31:15,0.2678,-0.1456,0.6475,-2.723,-1.36,1.531,0.4547,39.27,4,WATCH,1
3539,DC_Mini_Motor_01,12,130,2026-05-02 02:31:30,-0.0712,0.0186,0.5174,-0.272,-1.722,-3.981,0.4969,40.06,4,WATCH,1
3540,DC_Mini_Motor_01,12,131,2026-05-02 02:31:45,-0.1079,-0.1364,1.468,5.27,-1.701,1.382,0.4945,40.14,4,WATCH,1
3541,DC_Mini_Motor_01,12,132,2026-05-02 02:32:00,-0.1836,-0.0739,0.5754,-1.064,2.141,-1.578,0.4808,39.78,4,WATCH,1
3542,DC_Mini_Motor_01,12,133,2026-05-02 02:32:15,-0.2638,0.2665,0.7478,0.638,0.124,-3.49,0.4502,40.01,4,WATCH,1
3543,DC_Mini_Motor_01,12,134,2026-05-02 02:32:30,-0.3649,-0.3004,1.0363,1.925,0.288,3.987,0.4885,39.71,4,WATCH,1
3544,DC_Mini_Motor_01,12,135,2026-05-02 02:32:45,-0.3864,0.1498,0.7448,-0.676,4.779,0.599,0.482,38.94,4,WATCH,1
3545,DC_Mini_Motor_01,12,136,2026-05-02 02:33:00,0.2283,-0.3766,1.1514,-0.223,0.776,2.128,0.4707,38.65,4,WATCH,1
3546,DC_Mini_Motor_01,12,137,2026-05-02 02:33:15,-0.0071,-0.4792,1.0213,-2.784,0.883,3.862,0.4705,39.42,4,WATCH,1
3547,DC_Mini_Motor_01,12,138,2026-05-02 02:33:30,-0.3024,0.2762,0.7826,0.061,-1.005,0.975,0.4679,40.24,4,WATCH,1
3548,DC_Mini_Motor_01,12,139,2026-05-02 02:33:45,-0.4253,0.2287,0.9824,2.027,-1.751,1.977,0.4648,39.76,4,WATCH,1
3549,DC_Mini_Motor_01,12,140,2026-05-02 02:34:00,-0.0734,0.0162,0.5212,2.962,-1.707,2.921,0.4816,39.47,4,WATCH,1
3550,DC_Mini_Motor_01,12,141,2026-05-02 02:34:15,-0.3004,-0.1455,1.3503,-0.505,-3.505,-3.592,0.4874,39.8,4,WATCH,1
3551,DC_Mini_Motor_01,12,142,2026-05-02 02:34:30,0.105,-0.3403,1.3208,-1.155,-1.258,1.871,0.4722,40.33,4,WATCH,1
3552,DC_Mini_Motor_01,12,143,2026-05-02 02:34:45,0.352,0.2316,1.2121,-1.035,-1.47,-1.59,0.4761,39.93,4,WATCH,1
3553,DC_Mini_Motor_01,12,144,2026-05-02 02:35:00,-0.0439,-0.3409,1.2981,0.674,0.592,1.591,0.4616,39.04,4,WATCH,1
3554,DC_Mini_Motor_01,12,145,2026-05-02 02:35:15,0.2217,-0.2962,0.6699,-2.744,-1.207,-1.261,0.4812,40.91,4,WATCH,1
3555,DC_Mini_Motor_01,12,146,2026-05-02 02:35:30,0.0856,0.1532,0.5754,-3.319,0.356,1.24,0.4579,38.88,4,WATCH,1
3556,DC_Mini_Motor_01,12,147,2026-05-02 02:35:45,-0.1518,0.2045,0.6193,-2.633,2.743,1.739,0.466,39.32,4,WATCH,1
3557,DC_Mini_Motor_01,12,148,2026-05-02 02:36:00,-0.0499,-0.0315,1.4747,-2.578,-2.079,0.257,0.4795,40.17,4,WATCH,1
3558,DC_Mini_Motor_01,12,149,2026-05-02 02:36:15,0.4195,0.0866,0.8218,0.734,1.617,-0.776,0.4757,39.92,4,WATCH,1
3559,DC_Mini_Motor_01,12,150,2026-05-02 02:36:30,0.3652,-0.3024,1.0932,-0.64,-4.773,-1.744,0.4788,39.24,4,WATCH,1
3560,DC_Mini_Motor_01,12,151,2026-05-02 02:36:45,0.3088,-0.3424,0.9095,-0.069,3.324,-2.8,0.4706,39.86,4,WATCH,1
3561,DC_Mini_Motor_01,12,152,2026-05-02 02:37:00,-0.0766,0.0539,1.4676,0.998,1.768,2.128,0.4815,40.35,4,WATCH,1
3562,DC_Mini_Motor_01,12,153,2026-05-02 02:37:15,0.1628,0.0908,0.5381,-3.506,-2.857,3.343,0.4818,39.51,4,WATCH,1
3563,DC_Mini_Motor_01,12,154,2026-05-02 02:37:30,0.3089,0.2552,0.7805,-0.693,3.744,-1.012,0.4601,39.14,4,WATCH,1
3564,DC_Mini_Motor_01,12,155,2026-05-02 02:37:45,0.0663,0.4089,1.2508,1.524,1.105,-0.757,0.4846,39.76,4,WATCH,1
3565,DC_Mini_Motor_01,12,156,2026-05-02 02:38:00,0.0483,-0.026,1.4911,-3.158,-1.355,-1.455,0.5054,39.22,4,WATCH,1
3566,DC_Mini_Motor_01,12,157,2026-05-02 02:38:15,-0.2511,0.3254,1.2359,-0.785,0.236,0.419,0.4892,39.54,4,WATCH,1
3567,DC_Mini_Motor_01,12,158,2026-05-02 02:38:30,-0.1788,-0.3636,0.8516,-1.533,1.87,1.251,0.4453,38.92,4,WATCH,1
3568,DC_Mini_Motor_01,12,159,2026-05-02 02:38:45,-0.1056,-0.0797,1.4755,-1.683,0.091,1.716,0.4829,39.38,4,WATCH,1
3569,DC_Mini_Motor_01,12,160,2026-05-02 02:39:00,-0.2816,-0.2666,1.2857,0.58,-3.701,-4.201,0.468,40.23,4,WATCH,1
3570,DC_Mini_Motor_01,12,161,2026-05-02 02:39:15,-0.0224,-0.0519,1.4802,2.444,-4.342,-3.157,0.4753,39.75,4,WATCH,1
3571,DC_Mini_Motor_01,12,162,2026-05-02 02:39:30,0.3043,-0.3851,1.0858,-0.407,2.017,0.868,0.4912,39.32,4,WATCH,1
3572,DC_Mini_Motor_01,12,163,2026-05-02 02:39:45,0.0037,0.0253,1.4885,-1.281,3.15,0.838,0.4893,39.01,4,WATCH,1
3573,DC_Mini_Motor_01,12,164,2026-05-02 02:40:00,-0.3293,0.2705,0.8566,2.618,1.921,-0.847,0.458,40.23,4,WATCH,1
3574,DC_Mini_Motor_01,12,165,2026-05-02 02:40:15,-0.0977,0.0154,0.501,-0.596,1.343,-2.947,0.4999,40.01,4,WATCH,1
3575,DC_Mini_Motor_01,12,166,2026-05-02 02:40:30,-0.2486,-0.1543,0.6323,0.215,0.245,2.486,0.4666,39.39,4,WATCH,1
3576,DC_Mini_Motor_01,12,167,2026-05-02 02:40:45,0.1382,-0.1838,0.5916,-0.223,-0.547,1.335,0.4637,39.04,4,WATCH,1
3577,DC_Mini_Motor_01,12,168,2026-05-02 02:41:00,-0.2726,0.3781,0.9216,0.552,-0.952,-4.548,0.481,39.31,4,WATCH,1
3578,DC_Mini_Motor_01,12,169,2026-05-02 02:41:15,-0.1663,0.2407,1.4033,1.661,2.384,-2.085,0.4974,38.68,4,WATCH,1
3579,DC_Mini_Motor_01,12,170,2026-05-02 02:41:30,0.0198,0.4784,0.9642,0.848,-5.475,-1.596,0.4703,38.88,4,WATCH,1
3580,DC_Mini_Motor_01,12,171,2026-05-02 02:41:45,-0.2977,-0.2979,1.1904,1.317,-1.467,0.691,0.4576,40.67,4,WATCH,1
3581,DC_Mini_Motor_01,12,172,2026-05-02 02:42:00,0.1829,-0.4412,1.1906,0.762,0.578,-4.693,0.5041,39.82,4,WATCH,1
3582,DC_Mini_Motor_01,12,173,2026-05-02 02:42:15,-0.0385,-0.3975,1.2924,-2.42,3.124,0.156,0.4872,39.93,4,WATCH,1
3583,DC_Mini_Motor_01,12,174,2026-05-02 02:42:30,0.4173,0.2621,0.9502,-0.189,-2.097,-1.702,0.4792,37.77,4,WATCH,1
3584,DC_Mini_Motor_01,12,175,2026-05-02 02:42:45,-0.3485,0.2452,1.0793,1.073,3.97,-0.955,0.442,39.91,4,WATCH,1
3585,DC_Mini_Motor_01,12,176,2026-05-02 02:43:00,0.0662,0.061,0.5939,-1.817,0.385,-2.136,0.4369,40.39,4,WATCH,1
3586,DC_Mini_Motor_01,12,177,2026-05-02 02:43:15,-0.1661,-0.0599,0.5381,-2.52,3.061,-2.324,0.4917,39.75,4,WATCH,1
3587,DC_Mini_Motor_01,12,178,2026-05-02 02:43:30,0.0589,-0.0502,1.4845,0.927,1.064,-0.074,0.4844,39.98,4,WATCH,1
3588,DC_Mini_Motor_01,12,179,2026-05-02 02:43:45,0.3472,-0.2149,1.2729,-3.433,0.985,-1.676,0.4685,40.64,4,WATCH,1
3589,DC_Mini_Motor_01,12,180,2026-05-02 02:44:00,0.0212,-0.0069,0.5267,0.439,1.212,4.5,0.474,39.03,4,WATCH,1
3590,DC_Mini_Motor_01,12,181,2026-05-02 02:44:15,-0.0155,-0.0583,1.4985,0.578,0.698,-3.351,0.5083,39.65,4,WATCH,1
3591,DC_Mini_Motor_01,12,182,2026-05-02 02:44:30,0.0264,0.0598,0.5215,0.398,-0.494,-1.822,0.4837,40.26,4,WATCH,1
3592,DC_Mini_Motor_01,12,183,2026-05-02 02:44:45,-0.0859,-0.0689,0.4979,2.815,6.291,2.321,0.514,39.54,4,WATCH,1
3593,DC_Mini_Motor_01,12,184,2026-05-02 02:45:00,-0.1293,-0.1642,0.5588,-0.142,-1.482,-0.081,0.48,38.75,4,WATCH,1
3594,DC_Mini_Motor_01,12,185,2026-05-02 02:45:15,0.3063,0.2006,1.3022,-0.952,0.615,1.717,0.4787,40.54,4,WATCH,1
3595,DC_Mini_Motor_01,12,186,2026-05-02 02:45:30,-0.1361,0.0525,1.4415,0.074,-1.863,-1.484,0.4657,39.03,4,WATCH,1
3596,DC_Mini_Motor_01,12,187,2026-05-02 02:45:45,0.2686,-0.0145,0.6089,-0.478,2.364,-1.071,0.4505,38.81,4,WATCH,1
3597,DC_Mini_Motor_01,12,188,2026-05-02 02:46:00,0.183,0.297,0.7454,-2.792,4.034,1.481,0.4567,39.57,4,WATCH,1
3598,DC_Mini_Motor_01,12,189,2026-05-02 02:46:15,-0.0196,0.0162,0.5084,-0.664,0.839,3.259,0.4829,38.38,4,WATCH,1
3599,DC_Mini_Motor_01,12,190,2026-05-02 02:46:30,0.0026,0.0592,0.5068,-1.103,0.394,0.716,0.4852,40.33,4,WATCH,1
3600,DC_Mini_Motor_01,12,191,2026-05-02 02:46:45,-0.2114,-0.2023,0.622,-3.811,0.143,0.055,0.4921,39.12,4,WATCH,1
3601,DC_Mini_Motor_01,12,192,2026-05-02 02:47:00,0.2242,-0.1197,0.588,3.434,0.681,-0.472,0.4917,39.27,4,WATCH,1
3602,DC_Mini_Motor_01,12,193,2026-05-02 02:47:15,0.0826,0.1416,0.5507,0.224,0.27,-2.058,0.46,38.74,4,WATCH,1
3603,DC_Mini_Motor_01,12,194,2026-05-02 02:47:30,-0.0808,0.2259,0.6184,-0.659,-2.405,0.276,0.4538,39.37,4,WATCH,1
3604,DC_Mini_Motor_01,12,195,2026-05-02 02:47:45,0.3504,-0.2703,1.1944,2.253,-4.399,-5.663,0.4881,38.51,4,WATCH,1
3605,DC_Mini_Motor_01,12,196,2026-05-02 02:48:00,-0.1195,0.298,1.2975,-0.35,1.889,0.651,0.4452,40.25,4,WATCH,1
3606,DC_Mini_Motor_01,12,197,2026-05-02 02:48:15,0.1368,0.2291,1.3584,0.269,-2.689,-0.21,0.4626,40.87,4,WATCH,1
3607,DC_Mini_Motor_01,12,198,2026-05-02 02:48:30,0.1814,0.2829,0.6452,1.015,1.029,2.543,0.4846,38.73,4,WATCH,1
3608,DC_Mini_Motor_01,12,199,2026-05-02 02:48:45,-0.0151,-0.0296,0.5292,1.746,1.191,0.155,0.4935,40.17,4,WATCH,1
3609,DC_Mini_Motor_01,12,200,2026-05-02 02:49:00,0.1742,-0.0895,1.3843,-1.329,-0.566,1.89,0.4501,39.41,4,WATCH,1
3610,DC_Mini_Motor_01,12,201,2026-05-02 02:49:15,-0.0667,0.0454,0.5142,3.011,0.855,4.157,0.5007,38.66,4,WATCH,1
3611,DC_Mini_Motor_01,12,202,2026-05-02 02:49:30,0.0634,0.2637,0.5896,-4.393,0.735,-1.727,0.4852,39.76,4,WATCH,1
3612,DC_Mini_Motor_01,12,203,2026-05-02 02:49:45,-0.2232,-0.17,0.5579,0.87,2.018,-3.413,0.5102,40.34,4,WATCH,1
3613,DC_Mini_Motor_01,12,204,2026-05-02 02:50:00,0.2229,0.0645,1.4121,1.07,-0.111,-1.66,0.4716,38.72,4,WATCH,1
3614,DC_Mini_Motor_01,12,205,2026-05-02 02:50:15,-0.0796,0.0359,0.5296,-0.414,0.042,-1.513,0.4724,39.62,4,WATCH,1
3615,DC_Mini_Motor_01,12,206,2026-05-02 02:50:30,-0.1655,-0.0364,0.5633,1.87,0.011,-0.277,0.4778,39.3,4,WATCH,1
3616,DC_Mini_Motor_01,12,207,2026-05-02 02:50:45,0.3185,-0.2595,0.8216,0.104,-0.063,-3.846,0.4625,40.31,4,WATCH,1
3617,DC_Mini_Motor_01,12,208,2026-05-02 02:51:00,0.3852,-0.0206,0.7429,2.075,-1.466,-2.891,0.4718,39.12,4,WATCH,1
3618,DC_Mini_Motor_01,12,209,2026-05-02 02:51:15,-0.2166,-0.1248,0.5815,-2.928,-3.669,0.928,0.4817,39.64,4,WATCH,1
3619,DC_Mini_Motor_01,12,210,2026-05-02 02:51:30,0.0399,-0.2954,0.6295,1.106,-2.018,-1.049,0.4779,40.27,4,WATCH,1
3620,DC_Mini_Motor_01,12,211,2026-05-02 02:51:45,0.1905,0.0416,1.4245,-0.108,1.609,-2.509,0.4615,39.72,4,WATCH,1
3621,DC_Mini_Motor_01,12,212,2026-05-02 02:52:00,0.3944,0.1174,1.2717,2.04,-0.469,-1.635,0.495,39.29,4,WATCH,1
3622,DC_Mini_Motor_01,12,213,2026-05-02 02:52:15,0.2948,0.3705,1.0716,2.024,-0.993,0.151,0.4807,39.95,4,WATCH,1
3623,DC_Mini_Motor_01,12,214,2026-05-02 02:52:30,0.1041,0.0233,1.4764,1.475,0.372,-0.308,0.4869,39.58,4,WATCH,1
3624,DC_Mini_Motor_01,12,215,2026-05-02 02:52:45,0.4423,-0.0523,1.1356,0.829,-0.683,0.133,0.458,39.04,4,WATCH,1
3625,DC_Mini_Motor_01,12,216,2026-05-02 02:53:00,0.449,0.1363,1.0374,2.35,-0.849,-0.538,0.4786,39.39,4,WATCH,1
3626,DC_Mini_Motor_01,12,217,2026-05-02 02:53:15,-0.2367,-0.0161,1.4065,-0.363,1.892,0.134,0.4733,39.26,4,WATCH,1
3627,DC_Mini_Motor_01,12,218,2026-05-02 02:53:30,0.1256,-0.064,0.5672,-0.971,0.38,2.548,0.4498,39.93,4,WATCH,1
3628,DC_Mini_Motor_01,12,219,2026-05-02 02:53:45,0.3138,-0.2671,1.1884,-0.932,-2.587,-0.219,0.461,40.5,4,WATCH,1
3629,DC_Mini_Motor_01,12,220,2026-05-02 02:54:00,-0.0462,-0.0103,0.4723,-0.394,3.107,0.594,0.5242,40.04,4,WATCH,1
3630,DC_Mini_Motor_01,12,221,2026-05-02 02:54:15,-0.0635,-0.2562,0.5811,-2.618,-1.202,-0.208,0.4861,39.2,4,WATCH,1
3631,DC_Mini_Motor_01,12,222,2026-05-02 02:54:30,-0.2046,0.2093,1.3426,-3.087,-0.823,0.66,0.4623,39.33,4,WATCH,1
3632,DC_Mini_Motor_01,12,223,2026-05-02 02:54:45,-0.0281,0.1828,0.5432,1.461,1.514,-4.393,0.4951,39.59,4,WATCH,1
3633,DC_Mini_Motor_01,12,224,2026-05-02 02:55:00,-0.103,-0.0323,0.5755,4.662,0.573,-2.103,0.4517,40.05,4,WATCH,1
3634,DC_Mini_Motor_01,12,225,2026-05-02 02:55:15,-0.0224,0.0777,1.4608,6.092,0.89,-1.826,0.4702,40.06,4,WATCH,1
3635,DC_Mini_Motor_01,12,226,2026-05-02 02:55:30,-0.0397,0.0864,0.5306,1.156,-3.574,-1.773,0.4786,39.11,4,WATCH,1
3636,DC_Mini_Motor_01,12,227,2026-05-02 02:55:45,0.175,0.4181,0.8894,-1.498,2.456,1.965,0.4709,40.01,4,WATCH,1
3637,DC_Mini_Motor_01,12,228,2026-05-02 02:56:00,-0.3791,0.0714,0.7495,0.553,2.814,1.337,0.4691,40.36,4,WATCH,1
3638,DC_Mini_Motor_01,12,229,2026-05-02 02:56:15,0.0862,0.1348,0.5586,3.685,-0.487,0.492,0.4655,40.42,4,WATCH,1
3639,DC_Mini_Motor_01,12,230,2026-05-02 02:56:30,0.4205,0.1183,0.8659,-2.272,-3.401,1.122,0.4567,38.93,4,WATCH,1
3640,DC_Mini_Motor_01,12,231,2026-05-02 02:56:45,0.4416,0.0509,0.7978,2.034,2.423,0.878,0.4883,40.46,4,WATCH,1
3641,DC_Mini_Motor_01,12,232,2026-05-02 02:57:00,-0.0009,0.276,0.5977,-0.601,0.25,1.85,0.4736,40.04,4,WATCH,1
3642,DC_Mini_Motor_01,12,233,2026-05-02 02:57:15,-0.0088,0.0679,0.5587,0.965,-1.016,-1.091,0.4632,38.98,4,WATCH,1
3643,DC_Mini_Motor_01,12,234,2026-05-02 02:57:30,0.2112,-0.2173,0.6273,4.213,-0.844,0.891,0.4788,40.83,4,WATCH,1
3644,DC_Mini_Motor_01,12,235,2026-05-02 02:57:45,-0.145,-0.3213,1.3112,0.893,-0.884,0.856,0.4739,38.63,4,WATCH,1
3645,DC_Mini_Motor_01,12,236,2026-05-02 02:58:00,0.0982,-0.3184,1.267,-0.008,-1.337,-2.354,0.4377,39.52,4,WATCH,1
3646,DC_Mini_Motor_01,12,237,2026-05-02 02:58:15,-0.0389,0.0053,0.4962,-0.074,1.4,-1.42,0.4883,39.35,4,WATCH,1
3647,DC_Mini_Motor_01,12,238,2026-05-02 02:58:30,0.2295,-0.2768,1.327,-0.553,-3.472,-0.671,0.4809,39.1,4,WATCH,1
3648,DC_Mini_Motor_01,12,239,2026-05-02 02:58:45,0.1535,-0.4121,0.7487,-2.154,-2.03,-1.28,0.4988,39.85,4,WATCH,1
3649,DC_Mini_Motor_01,12,240,2026-05-02 02:59:00,-0.2538,0.1931,1.3219,-2.603,0.151,0.001,0.455,39.19,4,WATCH,1
3650,DC_Mini_Motor_01,12,241,2026-05-02 02:59:15,0.0669,0.0003,0.4925,-0.922,-0.239,-0.77,0.4979,39.53,4,WATCH,1
3651,DC_Mini_Motor_01,12,242,2026-05-02 02:59:30,-0.0074,-0.0667,1.4338,3.792,-0.784,3.328,0.4389,39.31,4,WATCH,1
3652,DC_Mini_Motor_01,12,243,2026-05-02 02:59:45,0.2435,-0.1679,1.3574,-0.882,2.545,-1.429,0.4694,37.94,4,WATCH,1
3653,DC_Mini_Motor_01,12,244,2026-05-02 03:00:00,-0.2305,0.073,0.5776,0.493,-1.253,-2.242,0.4852,40.36,4,WATCH,1
3654,DC_Mini_Motor_01,12,245,2026-05-02 03:00:15,0.2939,-0.2122,1.3066,2.71,-4.09,2.018,0.4685,39.01,4,WATCH,1
3655,DC_Mini_Motor_01,12,246,2026-05-02 03:00:30,0.3381,0.1212,1.3001,1.444,-1.252,-2.106,0.4737,39.25,4,WATCH,1
3656,DC_Mini_Motor_01,12,247,2026-05-02 03:00:45,0.0295,0.3955,0.7534,0.314,1.191,0.453,0.476,39.83,4,WATCH,1
3657,DC_Mini_Motor_01,12,248,2026-05-02 03:01:00,0.4061,-0.179,1.1437,0.99,-1.866,1.449,0.451,39.33,4,WATCH,1
3658,DC_Mini_Motor_01,12,249,2026-05-02 03:01:15,-0.3105,0.1611,0.6665,0.022,-3.125,-1.035,0.5083,39.44,4,WATCH,1
3659,DC_Mini_Motor_01,12,250,2026-05-02 03:01:30,-0.0017,-0.0021,0.545,0.864,3.264,1.081,0.4788,39.72,4,WATCH,1
3660,DC_Mini_Motor_01,12,251,2026-05-02 03:01:45,0.0001,-0.0024,0.5381,0.961,2.77,-1.69,0.4633,38.69,4,WATCH,1
3661,DC_Mini_Motor_01,12,252,2026-05-02 03:02:00,0.5177,0.0233,1.0167,-1.657,-1.763,5.073,0.5146,39.53,4,WATCH,1
3662,DC_Mini_Motor_01,12,253,2026-05-02 03:02:15,0.1879,0.0811,1.3932,0.734,2.231,1.029,0.4601,40.04,4,WATCH,1
3663,DC_Mini_Motor_01,12,254,2026-05-02 03:02:30,-0.2514,0.285,0.7517,-1.005,0.08,0.407,0.4702,38.96,4,WATCH,1
3664,DC_Mini_Motor_01,12,255,2026-05-02 03:02:45,0.122,0.0499,0.5492,-1.625,4.387,0.569,0.4684,38.71,4,WATCH,1
3665,DC_Mini_Motor_01,12,256,2026-05-02 03:03:00,0.3486,0.2433,1.2185,0.226,1.777,2.477,0.46,40.05,4,WATCH,1
3666,DC_Mini_Motor_01,12,257,2026-05-02 03:03:15,-0.3568,-0.2327,1.2208,-0.516,-1.121,-2.899,0.4787,39.35,4,WATCH,1
3667,DC_Mini_Motor_01,12,258,2026-05-02 03:03:30,-0.0057,-0.0022,0.5005,-2.209,-1.935,0.124,0.4984,39.93,4,WATCH,1
3668,DC_Mini_Motor_01,12,259,2026-05-02 03:03:45,-0.0191,0.1014,1.4659,2.418,-0.985,-0.999,0.4701,38.64,4,WATCH,1
3669,DC_Mini_Motor_01,12,260,2026-05-02 03:04:00,0.1774,0.4132,1.1599,-1.17,-2.555,-0.719,0.4679,40.27,4,WATCH,1
3670,DC_Mini_Motor_01,12,261,2026-05-02 03:04:15,0.2374,-0.2334,1.3231,2.464,-2.172,0.702,0.4613,40.79,4,WATCH,1
3671,DC_Mini_Motor_01,12,262,2026-05-02 03:04:30,-0.4616,0.0575,1.1244,3.12,-2.061,-0.691,0.4732,38.71,4,WATCH,1
3672,DC_Mini_Motor_01,12,263,2026-05-02 03:04:45,0.3251,-0.315,0.9347,1.444,0.743,-2.646,0.4693,40.37,4,WATCH,1
3673,DC_Mini_Motor_01,12,264,2026-05-02 03:05:00,-0.0374,-0.2526,1.3804,2.954,-0.22,2.153,0.4665,39.78,4,WATCH,1
3674,DC_Mini_Motor_01,12,265,2026-05-02 03:05:15,0.0416,-0.2612,1.4095,2.914,-3.217,-0.097,0.4891,39.18,4,WATCH,1
3675,DC_Mini_Motor_01,12,266,2026-05-02 03:05:30,0.2848,0.2434,1.3091,0.59,-1.629,-0.87,0.4943,40.36,4,WATCH,1
3676,DC_Mini_Motor_01,12,267,2026-05-02 03:05:45,0.3711,0.3334,0.9548,0.828,2.516,-3.807,0.49,38.47,4,WATCH,1
3677,DC_Mini_Motor_01,12,268,2026-05-02 03:06:00,0.3669,0.2477,1.1699,-0.456,-0.393,-1.168,0.482,39.95,4,WATCH,1
3678,DC_Mini_Motor_01,12,269,2026-05-02 03:06:15,-0.1632,-0.3411,0.6645,-0.218,2.525,-0.164,0.4918,40.61,4,WATCH,1
3679,DC_Mini_Motor_01,12,270,2026-05-02 03:06:30,-0.0313,-0.0481,1.4678,2.517,3.885,1.022,0.4819,39.55,4,WATCH,1
3680,DC_Mini_Motor_01,12,271,2026-05-02 03:06:45,-0.0418,-0.2224,0.6082,-2.233,-0.116,0.707,0.4431,38.83,4,WATCH,1
3681,DC_Mini_Motor_01,12,272,2026-05-02 03:07:00,0.2125,0.4051,1.2067,0.566,-2.021,0.72,0.4958,38.84,4,WATCH,1
3682,DC_Mini_Motor_01,12,273,2026-05-02 03:07:15,-0.0124,0.0492,1.4712,1.679,-0.13,3.02,0.4731,38.52,4,WATCH,1
3683,DC_Mini_Motor_01,12,274,2026-05-02 03:07:30,0.0398,0.1878,0.5614,0.484,-0.015,2.334,0.4722,38.79,4,WATCH,1
3684,DC_Mini_Motor_01,12,275,2026-05-02 03:07:45,-0.1643,0.0407,0.5465,-0.176,1.523,-2.205,0.4848,39.47,4,WATCH,1
3685,DC_Mini_Motor_01,12,276,2026-05-02 03:08:00,0.0824,-0.0432,1.4803,2.149,-3.576,-1.58,0.4827,38.6,4,WATCH,1
3686,DC_Mini_Motor_01,12,277,2026-05-02 03:08:15,-0.2818,-0.1301,0.6431,-0.692,2.624,1.524,0.4735,40.02,4,WATCH,1
3687,DC_Mini_Motor_01,12,278,2026-05-02 03:08:30,-0.1405,-0.3421,0.8024,0.073,-0.381,-2.136,0.4242,39.15,4,WATCH,1
3688,DC_Mini_Motor_01,12,279,2026-05-02 03:08:45,0.2978,-0.3642,0.8775,0.999,3.695,0.226,0.4752,40.0,4,WATCH,1
3689,DC_Mini_Motor_01,12,280,2026-05-02 03:09:00,-0.0347,-0.0655,0.4984,0.334,-0.21,-3.322,0.4867,39.89,4,WATCH,1
3690,DC_Mini_Motor_01,12,281,2026-05-02 03:09:15,0.0755,-0.0023,1.4792,-0.019,-0.03,-0.159,0.4824,39.98,4,WATCH,1
3691,DC_Mini_Motor_01,12,282,2026-05-02 03:09:30,-0.336,-0.287,0.8998,-0.85,-3.878,-4.029,0.4742,39.45,4,WATCH,1
3692,DC_Mini_Motor_01,12,283,2026-05-02 03:09:45,0.0548,-0.4532,1.034,-1.543,-1.25,1.413,0.4574,39.39,4,WATCH,1
3693,DC_Mini_Motor_01,12,284,2026-05-02 03:10:00,-0.0601,-0.2493,0.5947,0.524,0.414,-0.513,0.4726,40.44,4,WATCH,1
3694,DC_Mini_Motor_01,12,285,2026-05-02 03:10:15,0.1346,-0.3671,0.7332,-3.661,-2.654,-1.885,0.4584,39.68,4,WATCH,1
3695,DC_Mini_Motor_01,12,286,2026-05-02 03:10:30,0.2324,-0.028,1.4034,1.158,-0.073,1.686,0.4722,39.55,4,WATCH,1
3696,DC_Mini_Motor_01,12,287,2026-05-02 03:10:45,-0.0833,-0.3109,0.619,-5.211,2.223,0.028,0.495,39.49,4,WATCH,1
3697,DC_Mini_Motor_01,12,288,2026-05-02 03:11:00,0.1716,0.3445,1.2654,4.03,3.313,0.477,0.4618,39.59,4,WATCH,1
3698,DC_Mini_Motor_01,12,289,2026-05-02 03:11:15,-0.0927,0.1666,0.5442,0.235,-1.255,1.326,0.4933,39.72,4,WATCH,1
3699,DC_Mini_Motor_01,12,290,2026-05-02 03:11:30,0.0235,-0.0327,0.5097,-1.145,-2.298,-2.728,0.489,38.72,4,WATCH,1
3700,DC_Mini_Motor_01,12,291,2026-05-02 03:11:45,0.1228,-0.2338,1.4287,-0.415,-1.128,0.453,0.4929,39.25,4,WATCH,1
3701,DC_Mini_Motor_01,12,292,2026-05-02 03:12:00,0.2684,-0.3577,1.1413,0.447,-1.843,-1.302,0.4574,39.73,4,WATCH,1
3702,DC_Mini_Motor_01,12,293,2026-05-02 03:12:15,-0.0723,-0.3139,1.3324,1.401,3.903,0.02,0.4537,39.7,4,WATCH,1
